id,text,url,death_date,name,age,nationality,cause,description,votes,sortorder,article_length,versions,editors,inbound_links
110,"Mustafa Kamal, 79, Bangladeshi judge, Chief Justice (1999), heart disease.[111]",https://en.wikipedia.org/wiki/Mustafa_Kamal_(judge),2015-01-05 00:00:00,Mustafa Kamal,79.0,Bangladeshi,heart disease, judge Chief Justice (1999),0,0,12538,136,44,32
111,"Anthony Ledwith, 81, British chemist.[112]",https://en.wikipedia.org/wiki/Anthony_Ledwith,2015-01-05 00:00:00,Anthony Ledwith,81.0,British,, chemist,0,0,592,24,12,132
112,"Earl MacNaughton, 95, Canadian physicist.[113]",https://en.wikipedia.org/wiki/Earl_MacNaughton,2015-01-05 00:00:00,Earl MacNaughton,95.0,Canadian,, physicist,0,0,2264,15,11,4
113,"Bernard Joseph McLaughlin, 102, American Roman Catholic prelate, Auxiliary Bishop of Buffalo (1968–1988).[114]",https://en.wikipedia.org/wiki/Bernard_Joseph_McLaughlin,2015-01-05 00:00:00,Bernard Joseph McLaughlin,102.0,American,," Roman Catholic prelate, Auxiliary Bishop of Buffalo (1968–1988)",0,0,3149,72,43,82
114,"Harold Murphy, 74, American politician, member of the Illinois House of Representatives (1993–2003).[115]",https://en.wikipedia.org/wiki/Harold_Murphy_(politician),2015-01-05 00:00:00,Harold Murphy,74.0,American,," politician, member of the Illinois House of Representatives (1993–2003)",0,0,502,8,5,5
115,"Ganesh Patro, 69, Indian playwright and screenwriter, cancer.[116]",https://en.wikipedia.org/wiki/Ganesh_Patro,2015-01-05 00:00:00,Ganesh Patro,69.0,Indian,cancer, playwright and screenwriter,0,0,418,94,54,36
116,"Alfons Peeters, 71, Belgian footballer.[117]",https://en.wikipedia.org/wiki/Alfons_Peeters,2015-01-05 00:00:00,Alfons Peeters,71.0,Belgian,, footballer,0,0,240,23,21,35
117,"Joan Peters, 78, American author (From Time Immemorial), complications from a stroke.[118]",https://en.wikipedia.org/wiki/Joan_Peters,2015-01-05 00:00:00,Joan Peters,78.0,American,complications from a stroke, author (From Time Immemorial),0,0,1511,469,190,83
118,"King Sporty, 71, Jamaican-American reggae musician.[119]",https://en.wikipedia.org/wiki/King_Sporty,2015-01-05 00:00:00,King Sporty,71.0,Jamaican-American,, reggae musician,0,0,1697,59,41,132
119,"Geoff Truett, 79, English footballer (Crystal Palace).[120]",https://en.wikipedia.org/wiki/Geoff_Truett,2015-01-05 00:00:00,Geoff Truett,79.0,English,, footballer (Crystal Palace),0,0,1777,40,14,10
120,"Anton Amann, 58, Austrian chemist.[121]",https://en.wikipedia.org/wiki/Anton_Amann,2015-01-06 00:00:00,Anton Amann,58.0,Austrian,, chemist,0,0,1873,62,36,22
121,"Else M. Barth, 86, Norwegian philosopher.[122]",https://en.wikipedia.org/wiki/Else_M._Barth,2015-01-06 00:00:00,Else M. Barth,86.0,Norwegian,, philosopher,0,0,691,17,9,6
122,"Vlastimil Bubník, 83, Czech ice hockey player and footballer, Olympic bronze medalist (1964).[123]",https://en.wikipedia.org/wiki/Vlastimil_Bubn%C3%ADk,2015-01-06 00:00:00,Vlastimil Bubník,83.0,Czech,," ice hockey player and footballer, Olympic bronze medalist (1964)",0,0,1037,68,52,81
123,"Buffalo Tiger, 94, American politician, Chairman of the Miccosukee Tribe of Indians of Florida (1962–1985).[124]",https://en.wikipedia.org/wiki/Buffalo_Tiger,2015-01-06 00:00:00,Buffalo Tiger,94.0,American,," politician, Chairman of the Miccosukee Tribe of Indians of Florida (1962–1985)",0,0,6823,56,17,13
124,"Joseph Djida, 69, Cameroonian Roman Catholic prelate, Bishop of Ngaoundéré (since 2000).[125]",https://en.wikipedia.org/wiki/Joseph_Djida,2015-01-06 00:00:00,Joseph Djida,69.0,Cameroonian,," Roman Catholic prelate, Bishop of Ngaoundéré (since 2000)",0,0,251,3,2,5
125,"Johannes de Villiers Graaff, 86, South African economist.[126]",https://en.wikipedia.org/wiki/Johannes_de_Villiers_Graaff,2015-01-06 00:00:00,Johannes de Villiers Graaff,86.0,South African,, economist,0,0,3221,82,24,31
126,"Lawrence Gushee, 83, American musicologist.[127]",https://en.wikipedia.org/wiki/Lawrence_Gushee,2015-01-06 00:00:00,Lawrence Gushee,83.0,American,, musicologist,0,0,1224,27,18,19
127,"Jean Hendriks, 89, Dutch politician, member of the Senate (1981–1991).[128]",https://en.wikipedia.org/wiki/Jean_Hendriks,2015-01-06 00:00:00,Jean Hendriks,89.0,Dutch,," politician, member of the Senate (1981–1991)",0,0,2080,1,1,4
128,"Francesca Hilton, 67, American actress and socialite, stroke.[129]",https://en.wikipedia.org/wiki/Francesca_Hilton,2015-01-06 00:00:00,Francesca Hilton,67.0,American,stroke, actress and socialite,0,0,3330,189,72,39
129,"Ron Hovey, 82, Australian football player (Geelong).[130]",https://en.wikipedia.org/wiki/Ron_Hovey,2015-01-06 00:00:00,Ron Hovey,82.0,Australian,, football player (Geelong),0,0,626,36,22,101
130,"Arthur Jackson, 96, American sports shooter.[131]",https://en.wikipedia.org/wiki/Arthur_Jackson_(sport_shooter),2015-01-06 00:00:00,Arthur Jackson,96.0,American,, sports shooter,0,0,7680,32,19,44
131,"Sir Basil John Mason, 91, British meteorologist.[132]",https://en.wikipedia.org/wiki/Basil_John_Mason,2015-01-06 00:00:00,Sir Basil John Mason,91.0,British,, meteorologist,0,0,3056,97,43,61
132,"George H. McKee, 91, American air force lieutenant general.[133]",https://en.wikipedia.org/wiki/George_H._McKee,2015-01-06 00:00:00,George H. McKee,91.0,American,, air force lieutenant general,0,0,4479,20,11,7
133,"Lance Percival, 81, British actor (That Was the Week That Was, The Beatles) and singer (""Shame and Scandal in the Family"").[134]",https://en.wikipedia.org/wiki/Lance_Percival,2015-01-06 00:00:00,Lance Percival,81.0,British,," actor (That Was the Week That Was, The Beatles) and singer (""Shame and Scandal in the Family"")",0,0,3734,194,104,83
134,"Gilberto Perez, 71, Cuban-born American professor of film studies.[135]",https://en.wikipedia.org/wiki/Gilberto_Perez,2015-01-06 00:00:00,Gilberto Perez,71.0,Cuban-born American,, professor of film studies,0,0,7550,89,28,13
135,"Sanford E. Reisenbach, 82, American marketing executive (Warner Bros.).[136]",https://en.wikipedia.org/wiki/Sanford_E._Reisenbach,2015-01-06 00:00:00,Sanford E. Reisenbach,82.0,American,, marketing executive (Warner Bros.),0,0,1041,33,13,11
136,"Patricia Roppel, 76, American historian and teacher, specialist in the history of Southeast Alaska, cancer.[137]",https://en.wikipedia.org/wiki/Patricia_Roppel,2015-01-06 00:00:00,Patricia Roppel,76.0,American,cancer, historian and teacher specialist in the history of Southeast Alaska,0,0,1944,14,10,9
137,"Alexandru Segal, 67, Romanian-born Brazilian economist and chess player.[139]",https://en.wikipedia.org/wiki/Alexandru_Segal,2015-01-06 00:00:00,Alexandru Segal,67.0,Romanian-born Brazilian,, economist and chess player,0,0,3659,19,11,6
138,"Subhas Anandan, 67, Indian-born Singaporean lawyer, heart failure.[140]",https://en.wikipedia.org/wiki/Subhas_Anandan,2015-01-07 00:00:00,Subhas Anandan,67.0,Indian-born Singaporean,heart failure, lawyer,0,0,7010,92,48,100
139,"José Arias, 92, Spanish Olympic alpine skier (1948).[141]",https://en.wikipedia.org/wiki/Jos%C3%A9_Arias,2015-01-07 00:00:00,José Arias,92.0,Spanish,, Olympic alpine skier (1948),0,0,119,7,7,14
140,"Ricardo Bueno Fernández, 74, Spanish politician, member of the Senate (1977–1979, 1993–2000) and Congress of Deputies (2000–2004).[142]",https://en.wikipedia.org/wiki/Ricardo_Bueno_Fern%C3%A1ndez,2015-01-07 00:00:00,Ricardo Bueno Fernández,74.0,Spanish,," politician, member of the Senate (1977–1979, 1993–2000) and Congress of Deputies (2000–2004)",0,0,1232,4,2,9
141,"Gilbert Finn, 94, Canadian businessman, Lieutenant Governor of New Brunswick (1987–1994).[143]",https://en.wikipedia.org/wiki/Gilbert_Finn,2015-01-07 00:00:00,Gilbert Finn,94.0,Canadian,," businessman, Lieutenant Governor of New Brunswick (1987–1994)",0,0,503,61,44,75
142,"Michael Fisher, 68, British solicitor, cancer.[144]",https://en.wikipedia.org/wiki/Michael_Fisher_(lawyer),2015-01-07 00:00:00,Michael Fisher,68.0,British,cancer, solicitor,0,0,191,5,4,5
143,"Tadeusz Konwicki, 88, Polish writer and filmmaker.[145]",https://en.wikipedia.org/wiki/Tadeusz_Konwicki,2015-01-07 00:00:00,Tadeusz Konwicki,88.0,Polish,, writer and filmmaker,0,0,3434,110,77,68
144,"Mompati Merafhe, 78, Botswanan general and politician, Vice President (2008–2012).[146]",https://en.wikipedia.org/wiki/Mompati_Merafhe,2015-01-07 00:00:00,Mompati Merafhe,78.0,Botswanan,," general and politician, Vice President (2008–2012)",0,0,2276,92,53,58
145,"Arch A. Moore, Jr., 91, American politician, Governor of West Virginia (1969–1977, 1985–1989).[147]","https://en.wikipedia.org/wiki/Arch_A._Moore,_Jr.",2015-01-07 00:00:00,"Arch A. Moore, Jr.",91.0,American,," politician, Governor of West Virginia (1969–1977, 1985–1989)",0,0,8674,1,1,271
146,"J. P. Parisé, 73, Canadian ice hockey player (Minnesota North Stars), lung cancer.[148]",https://en.wikipedia.org/wiki/J._P._Paris%C3%A9,2015-01-07 00:00:00,J. P. Parisé,73.0,Canadian,lung cancer, ice hockey player (Minnesota North Stars),0,0,5336,126,67,95
147,"Jethro Pugh, 70, American football player (Dallas Cowboys).[149]",https://en.wikipedia.org/wiki/Jethro_Pugh,2015-01-07 00:00:00,Jethro Pugh,70.0,American,, football player (Dallas Cowboys),0,0,3983,101,60,159
148,"Archie Radebe, 55, South African footballer (AmaZulu) and coach.[150]",https://en.wikipedia.org/wiki/Archie_Radebe,2015-01-07 00:00:00,Archie Radebe,55.0,South African,, footballer (AmaZulu) and coach,0,0,2065,8,6,7
149,"B. S. Abdur Rahman, 87, Indian business executive and philanthropist (B. S. Abdur Rahman University).[151]",https://en.wikipedia.org/wiki/B._S._Abdur_Rahman,2015-01-07 00:00:00,B. S. Abdur Rahman,87.0,Indian,, business executive and philanthropist (B. S. Abdur Rahman University),0,0,6490,259,110,31
150,"Tim Roberts, 38, American professional wrestler (WWC, NWS, ECW).[152]",https://en.wikipedia.org/wiki/Tim_Roberts,2015-01-07 00:00:00,Tim Roberts,38.0,American,," professional wrestler (WWC, NWS, ECW)",0,0,4653,125,84,59
151,"David Rolfe, 50, Australian Paralympic swimmer, complications relating to heart surgery.[153]",https://en.wikipedia.org/wiki/David_Rolfe_(swimmer),2015-01-07 00:00:00,David Rolfe,50.0,Australian,complications relating to heart surgery, Paralympic swimmer,0,0,1988,35,23,11
152,"Julio Scherer García, 88, Mexican journalist, septic shock.[154]",https://en.wikipedia.org/wiki/Julio_Scherer_Garc%C3%ADa,2015-01-07 00:00:00,Julio Scherer García,88.0,Mexican,septic shock, journalist,0,0,346,17,11,12
153,"Herb Simpson, 94, American baseball player (Seattle Steelheads).[155]",https://en.wikipedia.org/wiki/Herb_Simpson,2015-01-07 00:00:00,Herb Simpson,94.0,American,, baseball player (Seattle Steelheads),0,0,417,7,4,12
154,"Rod Taylor, 84, Australian actor (The Time Machine, The Birds, 101 Dalmatians, Inglorious Basterds), heart attack.[156]",https://en.wikipedia.org/wiki/Rod_Taylor,2015-01-07 00:00:00,Rod Taylor,84.0,Australian,heart attack, actor (The Time Machine The Birds 101 Dalmatians Inglorious Basterds),0,0,8199,628,347,533
155,"Nancy Thomas, 96, British television producer (Monitor).[157]",https://en.wikipedia.org/wiki/Nancy_Thomas,2015-01-07 00:00:00,Nancy Thomas,96.0,British,, television producer (Monitor),0,0,1046,7,3,8
156,"Cabu, 76, cartoonist",https://en.wikipedia.org/wiki/Cabu,2015-01-07 00:00:00,Cabu,76.0,,,cartoonist,0,0,2038,157,108,94
157,"Elsa Cayat, 54, psychoanalyst and columnist",https://en.wikipedia.org/wiki/Elsa_Cayat,2015-01-07 00:00:00,Elsa Cayat,54.0,,,psychoanalyst and columnist,0,0,5329,104,58,55
158,"Charb, 47, caricaturist and journalist",https://en.wikipedia.org/wiki/Charb,2015-01-07 00:00:00,Charb,47.0,,,caricaturist and journalist,1,113,5249,328,127,95
159,"Philippe Honoré, 73, cartoonist",https://en.wikipedia.org/wiki/Philippe_Honor%C3%A9_(cartoonist),2015-01-07 00:00:00,Philippe Honoré,73.0,,,cartoonist,0,0,1465,122,59,54
160,"Bernard Maris, 68, economist and journalist",https://en.wikipedia.org/wiki/Bernard_Maris,2015-01-07 00:00:00,Bernard Maris,68.0,,,economist and journalist,0,0,4164,144,48,50
161,"Mustapha Ourrad, 60, Algerian-born copyeditor",https://en.wikipedia.org/wiki/Mustapha_Ourrad,2015-01-07 00:00:00,Mustapha Ourrad,60.0,Algerian-born,, copyeditor,0,0,738,18,9,44
162,"Tignous, 57, cartoonist",https://en.wikipedia.org/wiki/Tignous,2015-01-07 00:00:00,Tignous,57.0,,,cartoonist,0,0,1795,88,52,55
163,"Georges Wolinski, 80, cartoonist",https://en.wikipedia.org/wiki/Georges_Wolinski,2015-01-07 00:00:00,Georges Wolinski,80.0,,,cartoonist,0,0,2001,163,100,86
164,"William E. Boeing Jr., 92, American businessman.[159]",https://en.wikipedia.org/wiki/William_E._Boeing_Jr.,2015-01-08 00:00:00,William E. Boeing Jr.,92.0,American,, businessman,2,61,1413,43,34,11
165,"Andraé Crouch, 72, American gospel singer.[160]",https://en.wikipedia.org/wiki/Andra%C3%A9_Crouch,2015-01-08 00:00:00,Andraé Crouch,72.0,American,, gospel singer,0,0,9968,566,240,529
166,"Kep Enderby, 88, Australian politician and judge, MP (1970–1975), Supreme Court Justice of New South Wales (1982–1992).[161]",https://en.wikipedia.org/wiki/Kep_Enderby,2015-01-08 00:00:00,Kep Enderby,88.0,Australian,," politician and judge, MP (1970–1975), Supreme Court Justice of New South Wales (1982–1992)",0,0,4408,140,64,97
167,"Patsy Garrett, 93, American singer and actress (Benji, Nanny and the Professor, Room 222).[162]",https://en.wikipedia.org/wiki/Patsy_Garrett,2015-01-08 00:00:00,Patsy Garrett,93.0,American,," singer and actress (Benji, Nanny and the Professor, Room 222)",0,0,2694,97,43,27
168,"Jean-Claude Gasigwa, 31, Rwandan tennis player (Davis Cup team).[163]",https://en.wikipedia.org/wiki/Jean-Claude_Gasigwa,2015-01-08 00:00:00,Jean-Claude Gasigwa,31.0,Rwandan,, tennis player (Davis Cup team),0,0,353,17,12,6
169,"Peter Hill, 83, English footballer (Coventry City).[164]",https://en.wikipedia.org/wiki/Peter_Hill_(footballer),2015-01-08 00:00:00,Peter Hill,83.0,English,, footballer (Coventry City),0,0,187,15,10,11
170,"Jenő Lasztovicza, 53, Hungarian politician, MP (since 1998).[165]",https://en.wikipedia.org/wiki/Jen%C5%91_Lasztovicza,2015-01-08 00:00:00,Jenő Lasztovicza,53.0,Hungarian,," politician, MP (since 1998)",0,0,1149,19,11,8
171,"Curtis Lee, 75, American singer (""Pretty Little Angel Eyes""), cancer.[166]",https://en.wikipedia.org/wiki/Curtis_Lee,2015-01-08 00:00:00,Curtis Lee,75.0,American,cancer," singer (""Pretty Little Angel Eyes"")",0,0,917,157,95,40
172,"Hubert Markl, 76, German biologist.[167]",https://en.wikipedia.org/wiki/Hubert_Markl,2015-01-08 00:00:00,Hubert Markl,76.0,German,, biologist,0,0,2147,80,35,155
173,"Ray McFall, 88, British nightclub owner (The Cavern Club).[168]",https://en.wikipedia.org/wiki/Ray_McFall,2015-01-08 00:00:00,Ray McFall,88.0,British,, nightclub owner (The Cavern Club),0,0,141,9,8,9
174,"Roy McKie, 93, American illustrator.[169]",https://en.wikipedia.org/wiki/Roy_McKie,2015-01-08 00:00:00,Roy McKie,93.0,American,, illustrator,0,0,338,55,40,16
175,"Richard Meade, 76, British equestrian, three-time Olympic champion, cancer.[170]",https://en.wikipedia.org/wiki/Richard_Meade,2015-01-08 00:00:00,Richard Meade,76.0,British,cancer, equestrian three-time Olympic champion,0,0,4438,135,78,211
176,"Leif Rantala, 67, Finnish linguist.[171]",https://en.wikipedia.org/wiki/Leif_Rantala,2015-01-08 00:00:00,Leif Rantala,67.0,Finnish,, linguist,0,0,1317,25,12,5
177,"Erbey Satterfield, 75, American politician, member of the Utah House of Representatives.[172]",https://en.wikipedia.org/wiki/Erbey_Satterfield,2015-01-08 00:00:00,Erbey Satterfield,75.0,American,," politician, member of the Utah House of Representatives",0,0,724,8,4,5
178,"Egil Toreng, 92, Norwegian newspaper editor and politician.[173]",https://en.wikipedia.org/wiki/Egil_Toreng,2015-01-08 00:00:00,Egil Toreng,92.0,Norwegian,, newspaper editor and politician,0,0,1010,17,10,13
179,"Nelson Townsend, 73, American athletic director (Florida A&M).[174]",https://en.wikipedia.org/wiki/Nelson_Townsend,2015-01-08 00:00:00,Nelson Townsend,73.0,American,, athletic director (Florida A&M),0,0,1480,10,7,10
180,"Angelo Anquilletti, 71, Italian footballer (A.C. Milan, national team).[175]",https://en.wikipedia.org/wiki/Angelo_Anquilletti,2015-01-09 00:00:00,Angelo Anquilletti,71.0,Italian,," footballer (A.C. Milan, national team)",0,0,2859,75,51,59
181,"Jasodhara Bagchi, 77, Indian feminist critic and academic.[176]",https://en.wikipedia.org/wiki/Jasodhara_Bagchi,2015-01-09 00:00:00,Jasodhara Bagchi,77.0,Indian,, feminist critic and academic,0,0,1483,78,48,18
182,"Amedy Coulibaly, 32, French jihadist, shot.[177]",https://en.wikipedia.org/wiki/Amedy_Coulibaly,2015-01-09 00:00:00,Amedy Coulibaly,32.0,French,shot, jihadist,0,0,6670,309,85,127
183,"Harry A. DeMaso, 93, American politician, member of the Michigan Senate (1967–1986).[178]",https://en.wikipedia.org/wiki/Harry_A._DeMaso,2015-01-09 00:00:00,Harry A. DeMaso,93.0,American,," politician, member of the Michigan Senate (1967–1986)",0,0,5857,40,20,9
184,"Samuel Goldwyn Jr., 88, American film producer (The Secret Life of Walter Mitty, Master and Commander: The Far Side of the World), heart failure.[179]",https://en.wikipedia.org/wiki/Samuel_Goldwyn_Jr.,2015-01-09 00:00:00,Samuel Goldwyn Jr.,88.0,American,heart failure, film producer (The Secret Life of Walter Mitty Master and Commander: The Far Side of the World),2,6,1239,169,97,95
185,"Ah Chew Goo, 96, American basketball player and coach (University of Hawaii).[180]",https://en.wikipedia.org/wiki/Ah_Chew_Goo,2015-01-09 00:00:00,Ah Chew Goo,96.0,American,, basketball player and coach (University of Hawaii),0,0,2830,34,22,22
186,"Michel Jeury, 80, French science fiction author.[181]",https://en.wikipedia.org/wiki/Michel_Jeury,2015-01-09 00:00:00,Michel Jeury,80.0,French,, science fiction author,0,0,3096,40,32,18
187,"Robert V. Keeley, 85, American diplomat, Ambassador to Mauritius (1976–1978), Zimbabwe (1980–1984) and Greece (1985–1989), stroke.[182]",https://en.wikipedia.org/wiki/Robert_V._Keeley,2015-01-09 00:00:00,Robert V. Keeley,85.0,American,stroke, diplomat Ambassador to Mauritius (1976–1978) Zimbabwe (1980–1984) and Greece (1985–1989),0,0,6218,61,40,24
188,"Sarah Kemp, 69, Australian actress (Sons and Daughters), lung cancer.[183]",https://en.wikipedia.org/wiki/Sarah_Kemp,2015-01-09 00:00:00,Sarah Kemp,69.0,Australian,lung cancer, actress (Sons and Daughters),0,0,966,105,64,27
189,"Chuck Locke, 82, American baseball player (Baltimore Orioles).[184]",https://en.wikipedia.org/wiki/Chuck_Locke,2015-01-09 00:00:00,Chuck Locke,82.0,American,, baseball player (Baltimore Orioles),0,0,1607,18,16,10
190,"Frans Molenaar, 74, Dutch fashion designer, complications from a fall.[185]",https://en.wikipedia.org/wiki/Frans_Molenaar,2015-01-09 00:00:00,Frans Molenaar,74.0,Dutch,complications from a fall, fashion designer,0,0,685,32,25,17
